vid,num,label,split,label_id
DPPPYgju9IU,22,"child speech, kid speaking",train,6
DPuPLIDOIA4,30,chicken crowing,train,0
DQgDkZX3GSU,40,ocean burbling,train,4
DQkQZaH592g,0,fireworks banging,train,5
DSPvFTwJ3WA,40,driving buses,train,9
DSW2P4qw8cs,20,chicken crowing,train,0
DSir0_W7SFg,530,"child speech, kid speaking",train,6
DTBz0ljgQb4,350,playing piano,train,3
DTCcy7Al-Ag,10,fireworks banging,train,5
DTkZOdtLp5o,20,playing piano,train,3
DU1DilqxBGM,30,toilet flushing,train,1
DUShpEZz7Sg,0,playing piano,train,3
DVSz-Aa6KkM,30,"child speech, kid speaking",train,6
DVsbEC8MgLk,0,"child speech, kid speaking",train,6
DVuWm53IlVw,30,playing acoustic guitar,test,2
DW2hvIp0mns,60,toilet flushing,train,1
DW9q69vo4pc,60,playing piano,train,3
DWumfOF-SuM,30,playing acoustic guitar,train,2
DX21AjqfOIo,60,police radio chatter,train,8
DX21AjqfOIo,70,police radio chatter,train,8
DXTkY938Cvg,60,"child speech, kid speaking",train,6
DX_LNgP2J80,40,basketball bounce,train,7
DXja5QSkP3k,40,toilet flushing,train,1
DY5N_hh_fyw,80,ocean burbling,train,4
DYK9wxYXK1U,160,ocean burbling,train,4
DYON5w_ntE4,90,"child speech, kid speaking",train,6
DYdalOQnx1Y,30,driving buses,test,9
DZ6no82YsXc,20,toilet flushing,train,1
DZRZg1gGn1g,30,driving buses,train,9
DZU2cg94RpI,162,basketball bounce,train,7
DZgeIICuPJg,270,ocean burbling,train,4
DZwVL5Fmy9M,0,police radio chatter,train,8
D_44r_pAIxc,12,ocean burbling,train,4
D_GfvnDbRJk,60,ocean burbling,test,4
Da6FlN7YN6c,40,driving buses,train,9
DaHzeDbXwvg,57,police radio chatter,train,8
DaHzeDbXwvg,151,police radio chatter,train,8
DbGb-gpMYW4,30,chicken crowing,train,0
DbgybkxE_mY,220,driving buses,train,9
DbqirFobrYM,20,toilet flushing,train,1
DcrTHe_VHSs,0,"child speech, kid speaking",train,6
DdYnzHp72uI,90,"child speech, kid speaking",train,6
DdbMROUCz7Q,300,playing piano,train,3
Ddm1ej_R_yA,40,fireworks banging,train,5
DeTlikh6B6k,521,playing acoustic guitar,train,2
Dfm7W11yE08,65,toilet flushing,train,1
DfwyE-GVrdw,30,chicken crowing,train,0
Dg0Qe-d_qfU,2,basketball bounce,train,7
DgHc1T8lu54,30,playing acoustic guitar,train,2
DgzwB7oyzyw,200,fireworks banging,train,5
DhqKRSESQmk,90,playing piano,train,3
Dhr13PvyCH4,0,driving buses,train,9
DiFfRkAWKrU,13,police radio chatter,train,8
DiJKMmsS5S4,40,"child speech, kid speaking",train,6
DkJ6OScQshI,0,chicken crowing,test,0
DkwFXd5nYLE,40,driving buses,test,9
Dl6_z0h16gw,30,ocean burbling,train,4
Dmn9ZrQiVcc,30,ocean burbling,train,4
DnIVnG3oGL0,400,"child speech, kid speaking",train,6
DngVcyNfI_k,20,driving buses,train,9
Do3SdWSw7M8,68,chicken crowing,train,0
Do__idgHWJM,490,basketball bounce,train,7
DozDiVlLrgI,0,"child speech, kid speaking",train,6
DpTPi6VrHkk,380,driving buses,train,9
DpVQhM2fxSo,70,playing piano,train,3
Dp_UhmxG9bQ,60,fireworks banging,train,5
DpmxpnhLa1A,30,toilet flushing,train,1
Dq1h28WXpzE,0,ocean burbling,train,4
DqRMyaRXCYY,320,fireworks banging,train,5
Dqb-j4rKcXw,0,driving buses,train,9
DqrPVXk1ezY,130,toilet flushing,train,1
DrI_lsVHdIU,130,"child speech, kid speaking",train,6
DrOAcL34e2c,81,police radio chatter,train,8
DrOAcL34e2c,110,police radio chatter,train,8
DroAzooK4yw,30,playing acoustic guitar,test,2
DsjUDAcaeA4,30,"child speech, kid speaking",train,6
DskxQvcY0qM,110,playing piano,train,3
Dsz0nRSEDcc,156,police radio chatter,train,8
DtboDG1Fhnw,120,playing piano,train,3
Dtlq3S0YIpg,13,driving buses,train,9
Du6cEdWSaCw,80,driving buses,train,9
DueETY_DKHU,10,toilet flushing,train,1
DvKCNXccI38,180,"child speech, kid speaking",train,6
DvygZH9Mpl8,14,fireworks banging,train,5
Dx89R8wkKmA,40,fireworks banging,train,5
DxsDPJS3lXY,80,fireworks banging,train,5
DxvAybDftmc,0,playing acoustic guitar,train,2
Dy-eqNKnLPo,130,"child speech, kid speaking",train,6
DyAbgtQZIb0,30,playing acoustic guitar,train,2
DyDSj4Ax1dk,370,ocean burbling,train,4
DyGXsLOcCRc,8,driving buses,train,9
DyKgo70qjoU,20,playing acoustic guitar,train,2
DzEwP3H8r5Y,260,ocean burbling,train,4
DzF--NedkqY,170,chicken crowing,train,0
DzlPouM83Io,102,chicken crowing,train,0
DztGTfO8PlU,0,ocean burbling,train,4
E-QLJc3jiEg,190,"child speech, kid speaking",test,6
E-wwvUCS9pA,35,police radio chatter,train,8
E0sdLkqLGCw,30,driving buses,train,9
E1BAbeoONyU,20,basketball bounce,train,7
E3T5PFF1PaM,40,toilet flushing,train,1
E3WjOBa0Kyo,0,ocean burbling,train,4
E3krgoJesWk,10,toilet flushing,train,1
E3wxn8swSOA,30,playing acoustic guitar,train,2
E4-g689FOWo,5,toilet flushing,train,1
E4HGl-faels,62,basketball bounce,train,7
E4OreeP4NrQ,570,basketball bounce,train,7
E4_1i9e1lv8,0,fireworks banging,train,5
E4ll9ObqVV4,70,fireworks banging,train,5
E4xqO9UXOtU,30,driving buses,train,9
E5BHS7bWWOw,10,basketball bounce,train,7
E5eXRcrX5ME,294,playing acoustic guitar,train,2
E5gWkIj4DrA,10,fireworks banging,train,5
E5nZBO7ZsQM,30,chicken crowing,train,0
E6Vr7C8tEQI,30,playing acoustic guitar,train,2
E7mlDVmeZU4,333,basketball bounce,train,7
E7q_QwLYI8U,210,playing acoustic guitar,test,2
E81-l2bwh40,190,toilet flushing,test,1
E8lAtR0OzJA,20,toilet flushing,train,1
E8qM1SVOwSs,160,playing piano,train,3
E8xkE1dyEX8,30,chicken crowing,train,0
E92QNbWIC0w,30,driving buses,train,9
E9c8LRDaIjg,20,toilet flushing,train,1
EB1qXJWBbEQ,30,ocean burbling,train,4
ECpNVm82Gm4,10,fireworks banging,train,5
EDal0UtzjTA,380,basketball bounce,train,7
EDbzmrDb87g,1,chicken crowing,train,0
EDbzmrDb87g,20,chicken crowing,train,0
EFFvgBmbWc0,340,driving buses,train,9
EFho66vvO38,617,playing acoustic guitar,train,2
EGGsQCROSno,100,driving buses,train,9
EGPN1YVr8C0,40,toilet flushing,train,1
EGq99qRsRdA,10,toilet flushing,train,1
EGzDr3jk2G8,12,playing acoustic guitar,train,2
EHTQf4O5e_M,24,chicken crowing,train,0
EIybOeHts5g,30,toilet flushing,train,1
EIzBD62ja8E,30,playing acoustic guitar,test,2
EJkGF1mZ-J0,60,ocean burbling,train,4
EKN5xgNtwqg,30,playing piano,train,3
EKQ1d5OYIsM,20,fireworks banging,train,5
ELPAuiMXALY,130,fireworks banging,train,5
ELtz4clIf_E,16,fireworks banging,train,5
EMAArbPyHEo,30,chicken crowing,train,0
EN3EZvD-UKA,10,ocean burbling,train,4
EN5AwM98F5A,10,toilet flushing,train,1
ENQBXODItVI,100,basketball bounce,train,7
ENSMDHYewy4,30,chicken crowing,train,0
ENVxkLsBePg,13,police radio chatter,train,8
ENVxkLsBePg,43,police radio chatter,train,8
ENX0totqysA,30,playing piano,test,3
ENZQLnCEMh0,390,ocean burbling,train,4
EO8K9wfx3SY,110,police radio chatter,train,8
EO8K9wfx3SY,963,police radio chatter,train,8
EOlyu25YP98,27,driving buses,train,9
EOuQZpIfD8A,30,driving buses,train,9
EPLgaEuASU8,150,toilet flushing,train,1
EPeB_VsfU-U,10,fireworks banging,train,5
EQTa-Zl1YWg,50,"child speech, kid speaking",train,6
EQVZLtlDkHw,30,playing acoustic guitar,test,2
EQevqCUnthY,40,fireworks banging,train,5
EQg2BXZrw7Q,90,playing piano,train,3
EQh-EIlfCe8,30,driving buses,test,9
ER4JlOeKCpo,70,driving buses,train,9
ERGfpSkxEv0,160,basketball bounce,train,7
ESQKMvVQxOM,10,"child speech, kid speaking",train,6
ESjJnbgktbQ,22,basketball bounce,train,7
ET6nfwzi4gg,260,fireworks banging,train,5
ETRouhCOVd8,20,fireworks banging,train,5
EU7Qtru8gow,60,driving buses,train,9
EVDPL5mqj-c,40,toilet flushing,train,1
EVGM9ge4P7E,570,driving buses,train,9
EWUP_Q-FIoU,0,ocean burbling,train,4
EWe3iNIInzg,6,ocean burbling,train,4
EXoKfRuPdgk,280,fireworks banging,train,5
EYN9NJiJy4s,280,ocean burbling,train,4
EZztRiEyQ0g,30,playing acoustic guitar,train,2
E_2v6a6ybaI,10,toilet flushing,train,1
E_BBWswRhzI,671,police radio chatter,train,8
E_WCF2--2pY,46,ocean burbling,train,4
E_WCF2--2pY,57,ocean burbling,train,4
E_dwrbgSKo8,70,toilet flushing,train,1
EacVPtpJuF8,220,"child speech, kid speaking",train,6
EaiB4-Dizms,470,playing piano,test,3
EajUkrsureQ,1,police radio chatter,train,8
EajUkrsureQ,11,police radio chatter,train,8
Eb0kM5khsBc,150,ocean burbling,train,4
EbjdUji-Qs4,10,toilet flushing,train,1
EdazskPLBJI,350,ocean burbling,train,4
Ef0c2AieZ24,130,fireworks banging,test,5
Ef4-1jEKNP4,19,chicken crowing,train,0
Ef4-1jEKNP4,32,chicken crowing,train,0
EfiMh0ocJwo,30,ocean burbling,train,4
EgP2Wjtok-8,321,police radio chatter,train,8
EgP2Wjtok-8,368,police radio chatter,train,8
Ei3WbKR7tmA,20,driving buses,train,9
EiBLiBM30Dg,40,fireworks banging,train,5
EjcArsNAtOw,11,toilet flushing,train,1
EjcArsNAtOw,22,toilet flushing,train,1
Ek-bVyaTRE4,52,basketball bounce,train,7
Ek3MZQiICuY,30,playing acoustic guitar,train,2
EkL3FWO2dVg,40,toilet flushing,train,1
EkLSqN63tLU,10,playing acoustic guitar,train,2
EkP005U571U,0,"child speech, kid speaking",test,6
EkRvfcjKGM4,45,police radio chatter,train,8
EkRvfcjKGM4,55,police radio chatter,train,8
Ekm8xTqHSv4,250,ocean burbling,train,4
ElDMMhgk4XQ,0,playing piano,train,3
EldVdVNBQIM,50,playing piano,train,3
EljcFCpQ55Q,120,fireworks banging,train,5
ElkUvB2fK98,340,driving buses,train,9
EmcREwyHLO4,107,basketball bounce,train,7
EmcREwyHLO4,176,basketball bounce,train,7
EnKiyl8MeRc,30,ocean burbling,train,4
EocFu6RQFiI,10,fireworks banging,train,5
EpLiZmjipw8,100,playing piano,train,3
EpgFRp0nAoc,220,fireworks banging,train,5
EpnheZPsywo,205,police radio chatter,train,8
EpnheZPsywo,765,police radio chatter,train,8
EpqpLeILZvk,150,playing piano,train,3
EqHZ1KHoZbo,399,police radio chatter,train,8
EqHZ1KHoZbo,489,police radio chatter,train,8
EqIdWYi5Odo,517,"child speech, kid speaking",train,6
EqJiVBHZfXE,97,basketball bounce,train,7
EqJiVBHZfXE,255,basketball bounce,train,7
Eqmq5iMK6nU,40,chicken crowing,train,0
EqxU8G1MBU4,30,ocean burbling,train,4
Er550B3i0To,60,police radio chatter,train,8
Er550B3i0To,368,police radio chatter,train,8
Erao8cUTUyo,30,"child speech, kid speaking",train,6
Ergjh8YR0OM,20,basketball bounce,test,7
Es7BPH2Tp8o,88,basketball bounce,train,7
Esci_MYWZWk,14,toilet flushing,train,1
Esd8BgtLi-A,400,fireworks banging,train,5
EssR52BR8Ic,10,toilet flushing,train,1
EsyH50y0YhE,210,playing piano,train,3
EtN37FWVnTo,0,toilet flushing,train,1
EtN7DinGdkw,39,police radio chatter,train,8
EtN7DinGdkw,61,police radio chatter,train,8
EtlJMRiVOD8,70,toilet flushing,train,1
EuEVsI7vGLQ,30,chicken crowing,train,0
Ev7627Vv_NA,20,toilet flushing,train,1
EviaoIB5xmI,30,ocean burbling,train,4
EvzXps-qqO8,40,basketball bounce,test,7
Ewb29ij9HFU,0,toilet flushing,train,1
Ewb29ij9HFU,18,toilet flushing,train,1
EwnexICVrUA,20,toilet flushing,train,1
EwzJvuVo_S0,100,"child speech, kid speaking",train,6
ExCW9lyOnG4,480,driving buses,train,9
Exs5sJyiOYc,0,ocean burbling,train,4
Ey_OWYntD6E,25,chicken crowing,train,0
EybAPntAK3E,107,basketball bounce,train,7
EyswLMh2SbM,133,police radio chatter,train,8
EzJRypMUfgE,20,chicken crowing,train,0
F-M31XMaHkw,30,chicken crowing,train,0
F-M_pfH8jz0,23,basketball bounce,train,7
F-mbfDB9bN4,20,toilet flushing,test,1
F-xDFnyz_Yg,30,playing piano,train,3
F0xVOG1Jx3M,20,chicken crowing,train,0
F0xntO9MIHw,5,chicken crowing,train,0
F1Gizea5IMg,20,ocean burbling,train,4
F1R5ySZr45A,20,chicken crowing,train,0
F1SK1hEzsB0,211,police radio chatter,train,8
F1X7egd8Us0,30,playing acoustic guitar,test,2
F1XkfeuXFV0,30,playing piano,train,3
F1acJgs48ug,420,ocean burbling,train,4
F1uZNiCe-iU,530,driving buses,train,9
F21rkbmpUDc,200,playing piano,train,3
F3EsxKczmg8,20,ocean burbling,train,4
F3HEBmteDP0,160,playing acoustic guitar,train,2
F3KjVp2lZio,190,chicken crowing,train,0
F3_UgxgKKkU,30,driving buses,train,9
F3t3NRFYM_Q,10,chicken crowing,train,0
F4Ae_wBA5CM,30,chicken crowing,train,0
F4e3qKOoMQY,50,toilet flushing,train,1
F5fvn8V0j-U,30,playing piano,train,3
F67k6MQlkfo,38,police radio chatter,train,8
F6krynyibfs,0,playing piano,train,3
F6mWHbbuIl0,20,playing acoustic guitar,train,2
F75VrxX7yL4,227,basketball bounce,train,7
F7hNN_9V1Po,30,driving buses,train,9
F8YQfzYtOlY,30,playing acoustic guitar,train,2
F958l1H5Hzs,160,playing piano,train,3
F9HmDeEcQZ4,30,chicken crowing,train,0
F9LPfRAmT7s,30,ocean burbling,train,4
F9TQNGT_FZI,280,basketball bounce,train,7
F9WgMgrg5bE,300,fireworks banging,train,5
FA0avnkqRV0,40,"child speech, kid speaking",train,6
FATZy_Avh7A,130,playing piano,train,3
FAhyd3cARvE,240,playing acoustic guitar,train,2
FB4JJfBqrzI,30,playing acoustic guitar,train,2
FC_UVoKEGAI,30,chicken crowing,train,0
FCz5oqzBPdI,13,driving buses,train,9
FDDc8Oxwjbk,50,chicken crowing,train,0
FDd4D1B66JE,80,chicken crowing,train,0
FDflwZbGm_Q,109,basketball bounce,train,7
FDpxukcVW44,10,toilet flushing,train,1
FE4s7Xq3d6s,67,basketball bounce,train,7
FEGNtfdHTAA,0,ocean burbling,train,4
FEGa4e6RAlw,30,driving buses,test,9
FEM4So8wjlI,10,toilet flushing,train,1
FEwjoXDrwnw,11,chicken crowing,train,0
FFcICFIuQ9g,70,"child speech, kid speaking",train,6
FH7qqzgCWW4,40,ocean burbling,train,4
FHCn-NCJdnM,16,driving buses,train,9
FHHL1mhlkcs,29,police radio chatter,train,8
FH_QX0UcSrg,140,playing acoustic guitar,train,2
FHnzqKaX93s,60,toilet flushing,train,1
FIEy-SwDFoI,30,playing piano,train,3
FIS8W5nBpao,40,driving buses,train,9
FIaEnn89hrQ,11,police radio chatter,train,8
FIaEnn89hrQ,69,police radio chatter,train,8
FImoR2zbanw,10,playing acoustic guitar,train,2
FLEBlLMOW64,30,playing piano,train,3
FM0hZB9yVbw,169,police radio chatter,train,8
FM0hZB9yVbw,179,police radio chatter,train,8
FM1hhKgg434,21,toilet flushing,train,1
FMnFYLZy1Jk,550,ocean burbling,train,4
FN4jPxZxa04,90,playing piano,train,3
FNeSOj6cs4M,20,fireworks banging,train,5
FNmOqib1QmM,80,ocean burbling,train,4
FOA5xvjCaYE,30,driving buses,train,9
FOCCi3YLA34,27,police radio chatter,train,8
FPDsx70WKPQ,130,chicken crowing,train,0
FPmtQAIfLBQ,30,ocean burbling,test,4
FQqwy9PPhX4,60,basketball bounce,train,7
FQwA6ZD-mIE,30,playing acoustic guitar,train,2
FSLRAZ8BuJc,40,"child speech, kid speaking",train,6
FSY6UEa7qbk,0,basketball bounce,train,7
FUiAOhrm63E,15,chicken crowing,train,0
FVY4gFFJBFQ,0,fireworks banging,train,5
FXiKm9Ilb2E,2,police radio chatter,train,8
FY26Fi2IA8s,210,chicken crowing,train,0
FYE3Kn0nnuE,50,"child speech, kid speaking",train,6
FYXVRrcvTsc,75,police radio chatter,train,8
FYXVRrcvTsc,184,police radio chatter,train,8
FZg0q93mWzA,2,police radio chatter,train,8
FZg0q93mWzA,453,police radio chatter,train,8
F_9avQniY7Y,60,playing piano,train,3
FaonvWPSrDk,30,playing piano,train,3
FapnrFOTc6M,2,basketball bounce,train,7
FbFo7OivJFI,30,"child speech, kid speaking",train,6
Fc9pG54DDJM,30,toilet flushing,train,1
FcUGlSBituU,10,"child speech, kid speaking",train,6
FcunR0Mt1Vg,20,basketball bounce,train,7
Fd93WnRlsK8,30,playing piano,train,3
FddyGJL_SiI,260,playing acoustic guitar,train,2
FdteLO_BbWg,240,"child speech, kid speaking",train,6
FdvS5DRc_nE,50,toilet flushing,train,1
FeXZY4eVLlo,40,basketball bounce,test,7
Fe_HtA5zw9U,12,chicken crowing,train,0
FemwZ5G3d6M,30,playing acoustic guitar,train,2
Feqrgpm20gE,107,police radio chatter,train,8
Feqrgpm20gE,176,police radio chatter,train,8
FfEXkK2qv4s,60,fireworks banging,train,5
FfhtdxBVE9M,10,ocean burbling,train,4
Ffmkazow_aI,310,"child speech, kid speaking",train,6
FftaiWfXLHs,40,toilet flushing,train,1
Fi4DtHepzuE,30,driving buses,train,9
FivC8B4TTzs,177,police radio chatter,train,8
FivC8B4TTzs,218,police radio chatter,train,8
FjlqZTbpj5M,22,chicken crowing,train,0
FjpDoRib3-4,30,"child speech, kid speaking",train,6
Fjvkg700fYs,114,playing piano,train,3
Fk3A4bKLGrQ,70,"child speech, kid speaking",train,6
FkXD5YXzMgM,106,toilet flushing,train,1
Fk_8RpnKAf0,200,ocean burbling,train,4
FktsFcooIG8,939,"child speech, kid speaking",train,6
FlibpLOd2t0,60,driving buses,train,9
FmfmanQBtsI,19,fireworks banging,train,5
Fmfx5yHOJcg,200,driving buses,train,9
FmgEn_nPOPI,0,fireworks banging,train,5
FmiOqzam5jk,290,driving buses,train,9
FnxrtfUbUes,30,driving buses,train,9
FpRrlfzvekQ,20,driving buses,train,9
Fq4L68wg5h0,50,toilet flushing,train,1
FqWWMyLvn1Q,472,toilet flushing,train,1
Fqy0eMO3-rQ,73,chicken crowing,train,0
Fqy0eMO3-rQ,101,chicken crowing,train,0
FsywuRmOMTM,30,playing acoustic guitar,test,2
Ft5AhiXxAkg,10,toilet flushing,train,1
FtMMI4lZu1c,60,ocean burbling,train,4
FtonyiATDiQ,30,driving buses,train,9
Fu2-cuJKovM,0,fireworks banging,train,5
Fu4KCSt2g1w,260,"child speech, kid speaking",train,6
FuV_woPlxbM,42,basketball bounce,train,7
FuhrD39th6Y,25,driving buses,train,9
FukuGQDVe38,130,playing piano,train,3
FuyNyXBIq-U,20,"child speech, kid speaking",train,6
FvnUxh6qLGI,152,basketball bounce,train,7
FvraSRQJeZY,30,driving buses,train,9
FwBOKR0K8J0,10,playing acoustic guitar,train,2
Fx-Hj0qE6mA,190,playing acoustic guitar,train,2
FxgAwrXenok,1,chicken crowing,train,0
FyMYP14729E,30,ocean burbling,train,4
FyQ_V0rSt2U,310,playing acoustic guitar,train,2
FyiytsT_orE,30,driving buses,train,9
Fz2qv5B4CzY,30,driving buses,train,9
FzPplBkG_aI,10,chicken crowing,train,0
Fzs-OIw-Atw,0,chicken crowing,test,0
G-BDn-STvFw,36,police radio chatter,train,8
G-VvxSIWpFw,166,police radio chatter,train,8
G-VvxSIWpFw,227,police radio chatter,train,8
G-j8kV6z89g,30,playing piano,train,3
G-jsAK9ITwM,30,ocean burbling,train,4
G09Nk4PJSvI,30,playing acoustic guitar,train,2
G0GGA400Y78,30,fireworks banging,train,5
G0cQdlAcWxE,90,toilet flushing,train,1
G13B0dAYqHU,30,driving buses,train,9
G1EaLlDcS0k,17,basketball bounce,train,7
G1LhbF6TxXs,60,ocean burbling,train,4
G1Oj47ygCmA,190,playing piano,train,3
G1Pn77sJ7Hk,220,driving buses,train,9
G1ejgDNLB2o,30,driving buses,train,9
G2einOSg8AE,180,playing piano,train,3
G3lDaaC3K4E,160,playing piano,train,3
G3mRKN0pDl8,30,"child speech, kid speaking",train,6
G3wmwpXvOH0,150,"child speech, kid speaking",train,6
G40XFJ5YKXs,216,police radio chatter,train,8
G40XFJ5YKXs,275,police radio chatter,train,8
G45STMBr2qA,20,driving buses,train,9
G4fTKotMoWI,30,playing acoustic guitar,test,2
G4lHrxChh5U,40,chicken crowing,train,0
G6FxoIbhWUA,30,toilet flushing,train,1
G6abZ8Eze6E,240,ocean burbling,train,4
G6v8ud4SQUE,0,chicken crowing,train,0
G7JFyw4L_7A,70,toilet flushing,test,1
G7VfxwOZiaY,360,driving buses,train,9
G8GLUoEFiOY,60,"child speech, kid speaking",train,6
G99ffN15fbs,495,police radio chatter,train,8
G9Nq91EYkf4,30,fireworks banging,train,5
G9aFGxVDHdQ,30,ocean burbling,train,4
G9s_EoWy12A,0,basketball bounce,train,7
GA8BMHD6z_Y,139,police radio chatter,train,8
GA8BMHD6z_Y,198,police radio chatter,train,8
GB-8s2O726U,0,chicken crowing,train,0
GBIJV3F6dGM,0,driving buses,train,9
GBNzpTa5FxA,424,chicken crowing,train,0
GBNzpTa5FxA,617,chicken crowing,train,0
GBcF0Wdfv20,170,playing piano,train,3
GEMVGHoenXM,22,basketball bounce,train,7
GEaOWeaSBOs,90,driving buses,train,9
GEwEOl3uxC4,250,fireworks banging,test,5
GGEMtYn7Ytc,30,ocean burbling,train,4
GGZ3EPoirKQ,320,fireworks banging,train,5
GHGheJ7AAjs,59,police radio chatter,train,8
GHbum403BrQ,10,fireworks banging,train,5
GHowpWCU9Lo,30,ocean burbling,test,4
GI4iV09zHfs,78,police radio chatter,train,8
GI4iV09zHfs,283,police radio chatter,train,8
GI80n9o3I_Q,30,driving buses,train,9
GIcrKO042fE,180,"child speech, kid speaking",train,6
GIm4Zsz7R4Q,140,"child speech, kid speaking",train,6
GJ2HmWM-W6s,580,driving buses,train,9
GKvZYR0SKYY,160,"child speech, kid speaking",train,6
GLA-upuVPSA,57,police radio chatter,train,8
GLA-upuVPSA,100,police radio chatter,train,8
GLJKGQGXImI,320,chicken crowing,train,0
GN6kEiASxaE,30,basketball bounce,test,7
GNOf3cNPBe8,3,fireworks banging,train,5
GOOg0m6LcKc,30,driving buses,train,9
GPUdLl9RFJk,70,playing acoustic guitar,train,2
GPj8h-WcjWs,21,driving buses,train,9
GPp_6vgE4pQ,30,driving buses,train,9
GPqVMmVgtp4,50,playing acoustic guitar,train,2
GQJ3-6ZBsfg,200,basketball bounce,train,7
GS9F4bzONiQ,33,police radio chatter,train,8
GS9F4bzONiQ,93,police radio chatter,train,8
GTFfLVlTWR4,100,toilet flushing,train,1
GTJV-KJgNL8,50,ocean burbling,train,4
GU3L4j063kM,50,ocean burbling,train,4
GUH3oKe8djs,452,police radio chatter,train,8
GUJT8hYL19Y,0,basketball bounce,train,7
GUSqE3a1P3I,100,basketball bounce,train,7
GUvx50D9WVI,30,driving buses,train,9
GUwdeuDwJXo,9,basketball bounce,train,7
GVb9Wn-qacI,30,"child speech, kid speaking",train,6
GW04w0Y1GlE,10,basketball bounce,train,7
GWC57ruKKZw,20,fireworks banging,train,5
GWk_4TkSvws,94,basketball bounce,train,7
GWp3dpVtD7g,30,fireworks banging,train,5
GX3HvhKjGXM,30,ocean burbling,train,4
GX88nJyAb_I,30,playing piano,test,3
GXA3GPZF3lI,20,toilet flushing,train,1
GXK7DLBIbb4,40,ocean burbling,train,4
GZaPmnJKC0A,0,ocean burbling,train,4
GZfDojZJZqA,20,playing piano,train,3
GZv-C2mlnBA,180,playing piano,train,3
GbRDaktBz5Q,17,police radio chatter,train,8
GbRDaktBz5Q,63,police radio chatter,train,8
GcHD3-ZHBxI,10,playing piano,train,3
Gd4zO3GWKNg,150,driving buses,train,9
GeNGOgoY5eE,50,"child speech, kid speaking",train,6
GeSXNtFqbp0,370,basketball bounce,train,7
GeSXNtFqbp0,782,basketball bounce,train,7
GewnlhceE1c,0,ocean burbling,train,4
Gg5efksw4N8,80,fireworks banging,train,5
GgQkxo99VeQ,30,driving buses,train,9
Ggv1_k2cxDc,30,fireworks banging,train,5
GhIKtrM8KKQ,10,playing piano,train,3
GhNOhH_t8iM,435,basketball bounce,train,7
GhNOhH_t8iM,446,basketball bounce,train,7
GhXWfI9CHYI,40,chicken crowing,train,0
Gh_s5JgtpHI,286,police radio chatter,train,8
Gh_s5JgtpHI,452,police radio chatter,train,8
Ghl_PHANdK0,10,fireworks banging,train,5
GhuGXLtAkDI,20,playing acoustic guitar,train,2
GjC4YtN1MUs,307,basketball bounce,train,7
GjKjnplphn4,200,playing acoustic guitar,train,2
Gk2rr7zUiJg,40,playing acoustic guitar,train,2
GkStiQ3hR5g,220,chicken crowing,test,0
GkXxK-D_aM0,100,ocean burbling,train,4
GkgmHJH_PUM,200,driving buses,train,9
GlRryCURvyI,46,"child speech, kid speaking",train,6
GlSiGSS3T9A,30,chicken crowing,train,0
GlWTQflG6kE,10,fireworks banging,train,5
GlcfCCWBN30,10,fireworks banging,train,5
Glecv1KoNWU,29,toilet flushing,train,1
Gm7MEuyvaB8,140,ocean burbling,train,4
GmnlOWAXDgQ,30,driving buses,train,9
Gn6rQl5u1OE,70,playing acoustic guitar,train,2
GnyNSwKxeE8,30,ocean burbling,test,4
Go73jv9lGz0,150,driving buses,train,9
GoM88Hyk-pc,50,fireworks banging,train,5
GoVKCgRykGI,10,driving buses,train,9
Gp15b-UEg0U,30,playing acoustic guitar,train,2
GpsqqKXOnJY,260,ocean burbling,train,4
GqfnidPagnk,10,driving buses,train,9
Gqo_e4YzTHg,10,fireworks banging,train,5
Gqtc7WTgmMg,30,fireworks banging,train,5
Grnk9p9P7Qk,17,toilet flushing,test,1
Gsql9-eZzfc,50,police radio chatter,train,8
Gsql9-eZzfc,69,police radio chatter,train,8
GtJmJRgnF9w,70,playing acoustic guitar,train,2
GtPp2HqGRO4,40,playing piano,train,3
GuGQlR0QdGY,30,driving buses,train,9
GuQv2aDehHE,139,basketball bounce,train,7
Guh4jjWQgLk,2,chicken crowing,train,0
Guri0b37ad0,420,playing piano,train,3
GvFiCau5qW4,320,"child speech, kid speaking",train,6
GvNcfQpHQuI,58,police radio chatter,train,8
GvNcfQpHQuI,81,police radio chatter,train,8
GvVaaZ21C44,506,toilet flushing,train,1
Gvdo2-FjFaw,20,toilet flushing,train,1
GvxdhHRVUtw,19,police radio chatter,train,8
GvxdhHRVUtw,30,police radio chatter,train,8
GweY8MC46wk,20,toilet flushing,train,1
Gx5wjGJ-pmc,408,basketball bounce,train,7
GxFZ0-vsq4U,180,playing piano,train,3
GxmQfJhAEn8,30,ocean burbling,train,4
GyFpQJ5jnA8,10,toilet flushing,train,1
GyadcmaFCTw,190,fireworks banging,train,5
GzeHaDG2qWA,310,ocean burbling,train,4
H087Y1HFX4w,220,playing piano,train,3
H0Je4ol0zls,0,fireworks banging,train,5
H0MTqgT8UkU,110,ocean burbling,test,4
H1Hd6enwo6s,190,playing piano,train,3
H1SXMSJ66oQ,110,fireworks banging,train,5
H28fHsizhzo,7,police radio chatter,train,8
H28fHsizhzo,401,police radio chatter,train,8
H2Jv2fCjWKg,20,fireworks banging,train,5
H2dAuq3Sh10,175,police radio chatter,train,8
H38L3Rt-aGY,30,driving buses,train,9
H3pQq4RBoUg,0,chicken crowing,train,0
